SHOP,JOB,作業名称,機械名称,メーカー,型式,台数,固定資産番号,備考,適用開始日,適用終了日,作成ユーザ,作成日,更新ユーザ,更新日,MHI,AEL
"8E23","2114","NC旋削加工","小型NC旋盤","中村留精密工業","SC-150Ⅱ",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2117","NC旋削加工","小型NC旋盤","中村留精密工業","SC-200M[#1]",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2131","NC旋削加工","NC立旋盤","東芝","TM2-16N",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2139","NC旋削加工","NC立旋盤","OM製作所","VTLex2000M",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2140","NC旋削加工","NC立旋盤","OM製作所","VTLex2000",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2142","NC旋削加工","NC立旋盤","OM製作所","VTLex1600M",0,"","","2020/09/09","2999/12/31","","","","","",""
"8E23","2143","NC旋削加工","NC立旋盤","OM製作所","VTLex2000M＃2",0,"","","2020/09/09","2999/12/31","","","","","",""
"8E23","2314","NCﾀｰﾆﾝｸﾞｾﾝﾀｰ加工","ﾀｰﾆﾝｸﾞｾﾝﾀｰ","大隈,大隈","Macturn50 #1,Macturn50 #2",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2315","NCﾀｰﾆﾝｸﾞｾﾝﾀｰ加工","ﾀｰﾆﾝｸﾞｾﾝﾀｰ","大隈,大隈","Macturn50 #3,Macturn50 #4",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2319","NCﾀｰﾆﾝｸﾞｾﾝﾀｰ加工","ﾀｰﾆﾝｸﾞｾﾝﾀｰ","大隈","MULTUS B750",0,"","","2023/06/13","2999/12/31","M138854","2023/06/13 10:41:35.000","","","",""
"8E23","2446","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","門型3軸ﾏｼﾆﾝｸﾞｾﾝﾀ","大隈","MCR-BⅢ 25×40E",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2823","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型4軸ﾏｼﾆﾝｸﾞｾﾝﾀ","安田","YBM-15T-125RP",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","2829","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","安田","YBM-10T-100TT",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","6900","受領","","","",0,"","修理O/H工事に限定","2020/04/01","2999/12/31","","","","","",""
"F301","0110","電装加工作業","電装加工作業全般(ﾏｰｷﾝｸﾞ､切断､ﾁｭｰﾌﾞﾏｰｷﾝｸﾞ､ﾁｭｰﾌﾞ取付等を一纏めで指示したい時に使用)","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0111","切断","電線測長･切断作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0112","ﾏｰｷﾝｸﾞ","線番識別ｽﾘｰﾌﾞのﾏｰｷﾝｸﾞ作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0113","ｽﾘｰﾌﾞ取り付け","熱収縮ｽﾘｰﾌﾞ､ｴﾝﾄﾞｷｬｯﾌﾟの電線取付け収縮作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0114","ﾚｰｻﾞｰ･ﾏｰｷﾝｸﾞ","ﾚｰｻﾞｰ･ﾏｰｷﾝｸﾞ作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0115","ｷｯﾄ部品準備","組立作業用ｷｯﾄ部品準備作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0121","被覆剥ぎ","END1もしくは引流し端末の電線被覆剥ぎ作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0123","ｼｰﾙﾄﾞ処理","END1のｼｰﾙﾄﾞ線端末処理作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0124","ﾀｰﾐﾅﾙｶｼﾒ","ﾀｰﾐﾅﾙｶｼﾒ作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0125","仕分け","加工した電線のﾊｰﾈｽ単位仕分け作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0126","自動切断","自動機械による電線測長･切断作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0211","ｺﾈｸﾀ組立","ｺﾝﾀｸﾄｶｼﾒによるｺﾈｸﾀ組立作業END1作業でEND2作業は含まない(ｺﾈｸﾀ分解･組立､ｼｰﾘﾝｸﾞﾌﾟﾗｸﾞ挿入､ｺﾝﾀｸﾄｶｼﾒ､ ｺﾝﾀｸﾄ挿入､ﾊﾞｯｸｼｪﾙ組立)","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0214","EMI処理","EMI処理(ﾃｰﾌﾟ巻き､はんだ付け､EMIﾊﾞｯｸｼｪﾙ組立作業)","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0220","経路仕分け","ﾌｫｰﾑﾎﾞｰﾄﾞもしくは机上の経路仕分け作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0221","経路仕分け/END2作業","ﾌｫｰﾑﾎﾞｰﾄﾞ上の経路仕分け作業及びEND2処理の複合作業(経路仕分け､切断､被覆剥ぎ､ﾀｰﾐﾅﾙｶｼﾒ､ はんだ付け､ｺﾈｸﾀ組立､ｿﾙﾀﾞｰｽﾘｰﾌﾞ､ ﾀｰﾏ&ﾋｰﾄｽﾘｰﾌﾞ)","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0222","電線保護","電線保護作業(ﾁｭｰﾌﾞ､ｽﾘｰﾌﾞ､ﾌﾞｰﾂ､ﾃｰﾌﾟ等による)","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0233","ﾃﾞｶﾙ･ﾏｰｶｰ製作","ｱｲﾃﾑ番号識別ｽﾘｰﾌﾞ､ﾏｰｶｰ､ﾃﾞｶﾙ等の製作作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0234","ﾃﾞｶﾙ貼付","ﾊﾟﾈﾙ､機体構造へのﾃﾞｶﾙの貼付け作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0242","ﾌﾞﾚｰﾃﾞｨﾝｸﾞ(ﾒﾀﾙ/ﾅｲﾛﾝｺｰﾃｨﾝｸﾞ)","ﾒﾀﾙﾌﾞﾚｰﾃﾞｨﾝｸﾞ作業(ﾒﾀﾙ),ｺｰﾃｨﾝｸﾞ糸(高低温共用)ﾌﾞﾚｰﾃﾞｨﾝｸﾞ作業 (ﾅｲﾛﾝｺｰﾃｨﾝｸﾞ)","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0261","導通試験(手)","ﾌﾞｻﾞｰ､ﾃｽﾀｰなどによる導通確認作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0262","絶縁試験(手)","絶縁抵抗計による絶縁確認作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0267","ﾅﾝﾊﾞｰ(ﾀｸﾞ/含製造者記号2296)","部品番号の識別､識別ﾀｸﾞの製作取付及び押捺作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","0270","ｻｯｸ･ｱﾝﾄﾞ･ﾀｲ","ｻｯｸｱﾝﾄﾞﾀｲ作業","","",0,"","","2021/06/17","2999/12/31","M138854","2021/06/17 18:39:13.000","","","",""
"F301","9999","品確者確認","品確者確認","","",0,"","","2021/06/18","2999/12/31","M711684","2021/06/18 11:15:46.000","","","",""
